NAME,Freq
RPL4,3.187097484
PDXK,3.186033815
KANSL1L,3.173775351
PTPRE,3.173441273
DYNLL1,3.173362493
METTL26,3.172786396
MFGE8,3.17149471
ATF6B,3.170769191
FAM129B,3.170451243
MAP4K3,3.170001015
PCBD1,3.159939266
IGFL4,3.159836878
HELZ,3.158475223
STUB1,3.158418981
FAIM2,3.157029427
DIP2C,3.156024258
NDUFC1,3.153897815
SEMA5A,3.152242374
PRR12,3.147790832
TLE2,3.147717252
NDUFB11,3.14594565
CCNF,3.145574306
PDE4DIP,3.142415052
MAP2K4,3.137668849
SNX3,3.137572394
NDUFS5,3.13508064
CAP2,3.132957423
TECR,3.130990799
MAPRE2,3.129322649
SNX31,3.128086968
DNM3,3.124311449
TSC22D1,3.12308381
CCT3,3.122286662
PCGF5,3.121669113
FXR1,3.120506903
ASB4,3.119120716
PLCB4,3.118718009
ZMAT4,3.117509931
AC016831.7,3.107113124
APOLD1,3.105371775
ELOB,3.101609948
EEPD1,3.101387104
AR,3.100806868
BCAN,3.10063378
AC109454.2,3.099614268
RGMB,3.098348662
CLUH,3.095384556
AC096558.2,3.092230377
ATP6V1F,3.090241383
APEX1,3.088751261
MRPL10,3.08867224
RAB13,3.08321437
BNIP3L,3.082812516
LRRC2,3.078666721
SERPINH1,3.076759433
SNCAIP,3.073210502
AFF2,3.069119619
COX4I1,3.064593783
HSPA9,3.064059092
SEL1L3,3.062916738
HNRNPA1P48,3.060686335
ACOT7,3.060010694
SLFNL1,3.050192891
TMSB10,3.046203355
CNNM1,3.044617505
PGK1,3.042266493
TM2D2,3.040407949
TOP1,3.038194733
ANKMY2,3.033360155
KCNAB1,3.03211757
COX6B1,3.031311058
RBM38,3.030763396
SELENOW,3.028284038
MGAT3,3.027666477
ARHGEF10L,3.025237755
RUSC1,3.018832514
KLHL25,3.014599953
ACAA1,3.014170246
RHBDD2,3.013914859
PPP2R1B,3.012522224
CASTOR2,3.011449941
MORF4L2,3.011281215
SOX15,3.009427714
UCHL1-AS1,3.008939499
ASIC4,3.008448974
GPR89B,3.00708138
HGS,3.006939762
BOP1,3.006475306
MAPT-AS1,3.006419497
LINC01170,3.005867325
RNPC3,3.00531911
RPL27,3.004925441
ZFAND2A,3.003988942
PRMT3,3.001285168
NFIL3,2.998042257
AES,2.992169074
FKBP2,2.984818735
PRMT1,2.982273014
MAZ,2.981629803
ARFGEF3,2.98138507
NUDC,2.980229608
SHKBP1,2.980012498
NRG3,2.978490336
ZC3H15,2.976541614
CRYAB,2.974899252
PHPT1,2.974045749
SRP14,2.973108146
KTN1-AS1,2.97197217
ZMYM3,2.969611944
HMX1,2.968565494
YPEL3,2.967969231
AC090772.3,2.965390952
CENPL,2.965148239
KMT2B,2.963695507
FASTK,2.963566757
SORL1,2.961837992
SH3BGRL3,2.960781109
RBMX2,2.959193635
TMA7,2.956874012
DEDD2,2.955393198
HIST2H2BF,2.954056215
RPL13,2.953269442
NDRG1,2.951526391
TCEAL8,2.95048124
AC008695.1,2.946250879
CHCHD10,2.944136066
PAPOLA,2.943753352
CORIN,2.941405037
FBXL19-AS1,2.940905701
CYHR1,2.937601031
SSPO,2.936503796
IQUB,2.936076038
GLI2,2.935430334
RGS11,2.934773489
GSK3A,2.934374306
DNAJC7,2.933758117
HSPA4L,2.931598307
BCAR1,2.931019787
SEPT3,2.929314893
RANBP3,2.927008505
CADM2,2.925204366
TCTN1,2.921296329
UBB,2.918354287
CAMK2G,2.918174929
AP2S1,2.915315499
EEF2,2.915206486
NHS,2.914381991
PLEKHA8,2.913779268
POLRMT,2.911967098
AC002310.1,2.910365276
HECTD4,2.910305799
SOX10,2.91013549
GADD45G,2.90979365
SOS1,2.909206684
YKT6,2.906523432
BEGAIN,2.906427352
NOMO1,2.904534413
THEGL,2.903450033
ASNA1,2.894726266
NPM1,2.893860641
PHF21B,2.890429134
COX5B,2.890287383
PTH1R,2.889353353
HTATIP2,2.888073877
RPL5,2.886735011
MT1F,2.88498295
AC015845.2,2.884356777
TOX,2.884045398
MLF1,2.883866205
PNCK,2.879263095
LINC00222,2.878077478
TRABD,2.875107416
TCF4,2.874290518
RFXANK,2.873930441
MAP2K5,2.869119941
PTOV1,2.868775964
FNDC4,2.867866082
CSRP2,2.865332574
ARPP21,2.863875524
AC100793.2,2.863297286
RHOQ,2.86284255
RPS16,2.86051032
VWC2,2.86005493
NAB2,2.858731052
RPL30,2.856503738
ANXA6,2.855965162
CEP290,2.85542085
ROM1,2.854474103
MRPS26,2.854325962
TANC1,2.853076231
USP2,2.850380846
PSD,2.850043707
JUN,2.849957851
AC073050.1,2.8460705
AIP,2.844564667
CBX6,2.844389947
ARL8B,2.843971813
RPS21,2.843472216
RPS3,2.84133222
NBL1,2.840553955
COA3,2.840355555
CLCN2,2.839753503
KCNH5,2.838626855
RHBDF1,2.837658901
SMIM2-AS1,2.836615596
ZNF134,2.835865853
CLIC5,2.835079877
USP45,2.834407166
GRASP,2.833047559
NACA,2.831748642
ARID3B,2.825274549
INPP5A,2.825026994
MIR99AHG,2.824860386
COL16A1,2.822276954
WAC,2.821719905
AC087289.3,2.820031289
RPS14,2.819109513
TRAF6,2.818044729
UTP23,2.817311314
IRS2,2.816654041
ELAVL3,2.816341917
B4GALNT4,2.815138179
IFT140,2.814672842
PLOD1,2.813622246
GLUL,2.81185903
SNHG7,2.808559689
SH3BGR,2.808272444
PHACTR3,2.808053369
PRDX6,2.807952258
RPLP1,2.805562297
SGTA,2.805071731
DEF8,2.805067779
RALGDS,2.804578125
U2AF2,2.80235566
MRPS6,2.801076214
EPHB1,2.799742397
GNG3,2.798932059
KLF5,2.797084038
SESN3,2.79561538
SOX2,2.793852955
C12orf75,2.793463703
RPL37A,2.792575756
UBE2E2,2.791547865
NOP58,2.790207746
CXXC1,2.789376328
KLHL21,2.788582005
GKAP1,2.787985049
TXNRD1,2.786676029
MTCH1,2.78582867
SYT17,2.785446818
SERF2,2.783971572
HPRT1,2.783350202
KCNQ2,2.78333982
MT-CO2,2.782911227
GRIPAP1,2.779359329
DUSP3,2.777298844
OLMALINC,2.776212726
ABI1,2.774275188
IER5L,2.77361114
ZNF593,2.772786215
LSMEM1,2.771317457
MAP1A,2.770586358
RPS5,2.769440746
MORC3,2.768837765
HNRNPU,2.768792408
MRVI1-AS1,2.767228818
AP003469.4,2.765225817
PDE3B,2.763020772
PPP1R15A,2.762628719
HSPA4,2.760998841
DCAF5,2.760668857
CLK1,2.757368411
DHFR,2.756983878
RPL32,2.755598985
DNAJB6,2.754861846
HSPE1-MOB4,2.752608316
MBOAT7,2.752584214
HRH4,2.752312074
HIVEP2,2.75201669
RND2,2.751455978
VAPA,2.750864202
CFAP161,2.749946844
METTL21A,2.749548886
PLXNA1,2.748519724
ZBTB20,2.74686293
LRRTM2,2.746854406
RPL8,2.744538984
RAB39A,2.740567045
UBE2D3,2.739388986
GIPC2,2.73768276
SUGT1,2.737018317
POR,2.732152268
SGIP1,2.730953659
PPP6R3,2.730319762
CAPN14,2.729056915
ZFP69B,2.727932379
NOP10,2.725677668
BACE2,2.723238691
ZNF638,2.721146572
DVL1,2.720901795
SLC38A2,2.719318921
AP2M1,2.718980043
ABCD2,2.718558924
MT3,2.717416269
ADGRL3,2.717331967
CCDC117,2.717201327
TGIF1,2.717071942
FBXW5,2.715911354
NDUFB4,2.715067907
PRLR,2.714240812
NOP16,2.712995557
UBE2I,2.707073929
FDFT1,2.706600878
IER5,2.706545542
AC147651.1,2.705978369
CACYBP,2.705065882
PCDH7,2.704395838
ALDH2,2.703943792
PDE2A,2.702945375
CCNH,2.701685939
DIXDC1,2.700959003
KIF5C,2.699936356
UBR1,2.698718695
BATF3,2.698676352
AC009226.1,2.698393691
EIF5A,2.696357484
LRRC7,2.696015442
TPM1,2.695900754
ANKRD12,2.693862384
EFCAB2,2.688240827
LRP1B,2.687848986
ACTB,2.687386367
FBXL16,2.687325142
CD96,2.686103405
CLCN7,2.683844506
USP36,2.683510518
RSAD1,2.682425882
PRRX1,2.681939453
HEATR4,2.681189556
FLNA,2.680452952
GNAS,2.679367622
LHFPL2,2.679236529
APTX,2.677905907
PNISR,2.675308544
RPS6,2.674912234
TMEM59L,2.666290427
AC018797.2,2.665239789
NUFIP2,2.664288219
EEF1D,2.663632149
KIAA1549,2.663524494
RPS25,2.661909732
ITPRIP,2.661273584
ACADVL,2.660166057
ADPRHL2,2.659622927
ANAPC11,2.659556046
RPS8,2.659338118
ALG2,2.657517345
MARS,2.65668005
TMEM97,2.656641829
CPNE1,2.655053759
BAHCC1,2.654569829
SSH1,2.654340737
AF127577.4,2.653156015
SPTAN1,2.652951298
THYN1,2.652433951
ADCY10,2.651807413
AP000146.1,2.651699694
CWC15,2.649058268
MARCH6,2.648551372
ZNF473,2.648532461
C15orf61,2.646241615
COX19,2.645608173
MRPS30,2.642354557
GTF3C3,2.641869254
BAG2,2.641431873
SULT1C4,2.641361647
ZNF83,2.640499199
PPP2R2A,2.637470693
AL359915.2,2.636775298
RNF216,2.635554108
MOB1A,2.635229776
ATP2C1,2.634739118
CCDC86,2.634208541
GNB2,2.63393153
BBX,2.633404622
NFKBIZ,2.633180932
MBIP,2.632292507
SIX4,2.6316962
AC020909.2,2.631496999
CALM3,2.630982169
MOB1B,2.630047873
DRAIC,2.629217669
NBDY,2.628809604
CELSR3,2.628282841
CDK16,2.627724557
AP000229.1,2.626589619
BAG3,2.622960269
RPL35A,2.620125645
TLE3,2.61822798
ARID5B,2.618096098
PIP4P1,2.616804909
TEX14,2.616788541
HIBADH,2.615549549
PLCG2,2.612085574
RSL24D1,2.608935001
DIRAS1,2.608524261
POLDIP2,2.60815139
LINC00632,2.605427909
IMMP2L,2.603424307
TBC1D17,2.601538951
PCYT2,2.598733025
PRDX5,2.598316
GYS2,2.597535851
MID1,2.597519522
ZNF397,2.595358571
RXRA,2.594550311
AC005324.4,2.592943254
YJEFN3,2.591604346
SORBS1,2.589853175
MARK3,2.589737935
CRIPT,2.589659415
HIST1H2BN,2.588763934
ELOVL5,2.584790163
KIAA1217,2.584459324
RANBP2,2.584416496
USP22,2.583311113
MSMO1,2.582035222
CETN2,2.581850942
MEGF10,2.581760386
JMJD6,2.58022666
OSGEPL1-AS1,2.579818054
LYPLA2,2.578644546
RPL29,2.578637824
PRIM1,2.576113389
GULP1,2.575118246
CEP95,2.574954524
CASP7,2.574716401
FRMD5,2.573789317
BRSK2,2.573410179
GRID2,2.572398898
DMAP1,2.571885119
UCKL1-AS1,2.570824018
AFAP1L2,2.570594931
ATP13A1,2.570566781
HSD17B13,2.570460412
SLC7A2,2.569715247
CDC42EP4,2.569527678
AC090592.1,2.569461474
FBL,2.568244175
NDUFB7,2.56796267
TMEM79,2.566884758
AC111006.1,2.566350829
NAE1,2.563800356
CTTN,2.563242976
MAP7D2,2.562870575
PARD6G-AS1,2.561062812
CHD2,2.559915943
UQCRB,2.559886397
XPO1,2.558413238
AP002884.1,2.558356476
DNPEP,2.55735584
ZNF701,2.555108222
KCNJ14,2.555084769
EPHX1,2.554784875
EFCAB7,2.55477625
GALNT13,2.553347063
TM9SF4,2.552957449
RPS6KA6,2.552788567
WWTR1,2.552696356
PURA,2.551728762
ANAPC16,2.551612239
NCAM2,2.550553676
IRF2BP2,2.550037381
RPLP2,2.548834172
RPL7A,2.548618929
ACAN,2.547681909
HMGCR,2.547445395
GTF3A,2.547247967
AC090518.1,2.546222953
BHLHE40,2.545973773
NELFCD,2.545889001
TRMT1,2.545594556
AC098829.1,2.544359511
OSBPL3,2.5442975
EPM2AIP1,2.544125078
KLHL13,2.541940514
ACER2,2.541339359
CALY,2.539513612
PRKD1,2.538801007
AC009404.1,2.537478688
GYS1,2.5367499
BUD31,2.53668177
SLC26A11,2.53599806
SORCS1,2.53558018
AC027288.3,2.534939289
AC091132.5,2.534758984
AL136295.3,2.534529067
CDK10,2.534122003
MFAP3L,2.532775799
GDI1,2.530736105
AC008840.1,2.529981786
CPD,2.5276408
CHMP1A,2.526997567
AC010884.1,2.52688418
MICALL2,2.526619252
OGDHL,2.526551642
FRY,2.526038494
AC011997.1,2.525273072
HACL1,2.523360457
TBCD,2.523150165
RPL18,2.523057888
SSBP2,2.522403862
HDAC4,2.52187947
PSMB4,2.520771603
CHST3,2.519892652
BHLHB9,2.519672327
MELTF-AS1,2.519552937
TSPAN15,2.519362051
MIB1,2.518039425
HSBP1,2.517870513
HNRNPA1,2.517446016
LEMD3,2.515713095
NDUFAF2,2.5154141
CSMD2,2.515343424
TRIO,2.514941906
NFAM1,2.513948998
TRPC5,2.513803069
RPL6,2.512969343
TSHZ1,2.51150202
RPL36AL,2.510719709
DPP10,2.510709046
GSE1,2.510676351
RTN4,2.510117834
SNAPC4,2.509719528
SNX5,2.509137175
BAHD1,2.507916987
AP005230.1,2.506247928
RPL11,2.504930499
DENND5B-AS1,2.503718715
TCEA2,2.503560982
FUT9,2.503528839
PLEKHA7,2.502709368
PSME1,2.501541888
SLC30A6,2.500729385
TENT4B,2.499394687
PRKD2,2.499256806
NMNAT3,2.498103487
MALRD1,2.497912448
LRP2BP,2.497727741
UQCRC2,2.49593141
CLASP1,2.495077569
BIN3,2.494046084
HRAS,2.49384511
AC008050.1,2.493783704
CACFD1,2.490401711
TCTE3,2.486127912
SOD1,2.486003142
RPS6KA3,2.48494578
ITGB5,2.484788221
HIBCH,2.484362284
OPA1,2.483754561
HIST3H2A,2.483367756
CERS4,2.480094019
CHMP6,2.479227641
NELFE,2.47883401
MIIP,2.477354391
CCT5,2.476995647
CNTN1,2.476237764
HSPE1,2.475495869
SHD,2.474988462
BANF1,2.472793331
TDRD9,2.471713722
MXI1,2.47120673
ATP5F1E,2.469639282
SEC61B,2.469189617
APOO,2.469102767
BOK,2.467881887
C2orf16,2.46708843
CTSA,2.466595209
EIF1B,2.46633231
PLEKHH3,2.465123749
MXD1,2.46427065
SSUH2,2.460884255
TOMM40,2.460066025
TPP1,2.459730729
RIPPLY2,2.459530694
SEC14L6,2.459412332
SNRPA,2.458739056
DHDH,2.45839777
CCT4,2.45837986
GPRASP1,2.457617333
NUPR1,2.456480109
SMG9,2.456274335
PAX6,2.45566133
G0S2,2.455244625
RPS15,2.45461568
MCAT,2.453797121
P4HA2,2.451850868
SH2D4A,2.45007968
AL359091.4,2.449951078
HAGHL,2.449470617
MAP3K11,2.448673575
AC062017.1,2.448556199
SNAP23,2.448269048
PECAM1,2.447637809
PNPLA2,2.447591902
CDKN2C,2.447553308
CYB5R2,2.447465737
NKAIN1,2.447419357
GALNT9,2.445675901
AL358335.2,2.445377627
LCORL,2.445030112
SEMA4D,2.444257629
SMIM12,2.443784654
AL136454.1,2.443546979
AL160290.2,2.441815423
SDR39U1,2.441557265
UBE2D1,2.441226163
MAPK8IP2,2.440404608
STK32A,2.439662579
RPL38,2.437134435
NR4A1,2.436776367
GPR89A,2.436495655
IARS,2.435137625
MYH14,2.435101097
CBS,2.4350548
AC092903.2,2.431333535
ABCD4,2.429306906
MYL12A,2.427817069
NDUFV2-AS1,2.426133064
STEAP1B,2.426072144
MRPS15,2.426010514
MEIS3,2.425738308
FMNL2,2.425497994
RIPOR3,2.424432392
PLPPR5,2.422323988
FAM173B,2.420123113
DNAJA4,2.419532673
ELOF1,2.419441954
AC069185.1,2.418597043
UBQLN1,2.418446907
RIC8A,2.417978568
MT-CO3,2.414699034
MBNL2,2.414629784
LINC02056,2.413083944
DOC2A,2.412425732
PER3,2.410587449
ATP2B4,2.410467506
MICAL3,2.410312185
EIF1AD,2.409142122
AL354696.2,2.409123534
ANKRD26,2.409073749
RPS18,2.408699403
DCHS2,2.405411137
MTRNR2L8,2.405367981
RASGEF1C,2.403136589
AL162311.3,2.402581914
LINC00877,2.402346103
GRM1,2.401600787
DDX39A,2.399108533
GRK7,2.398630974
CLIP3,2.398258628
ADRA1A,2.3964118
MAF1,2.395678585
AC239868.3,2.395227452
FBXL15,2.394762108
AC092745.1,2.393994791
JAM3,2.39143797
C1orf21,2.391320361
AC106037.2,2.390631488
RSBN1L,2.389910959
CASP6,2.389461923
GOLIM4,2.386330521
RPS3A,2.386232839
RPP25L,2.386130023
RIDA,2.385855049
ANKRD6,2.385416743
PPP2CB,2.384635983
CPEB4,2.384629892
CRBN,2.382612065
POLR2L,2.381949717
KIFC2,2.380461115
PSME2,2.379649142
PLCD1,2.379346065
AC092910.3,2.378859843
CLIP4,2.378814878
LRRC59,2.377657462
NEAT1,2.377185
SNRPF,2.377096595
CCDC124,2.376884624
ARMCX6,2.376442092
CDKN1B,2.376309057
SNAP29,2.375676211
COPRS,2.373459997
SYNGAP1,2.37310699
MSI2,2.372886584
CR382287.2,2.372370288
SELENOK,2.372268826
LRRTM3,2.371634048
ADAMTS9-AS2,2.371564572
AC015849.1,2.371504309
BHLHE41,2.369834404
TSPYL2,2.369756497
TRAF2,2.369241001
LRCH4,2.368279164
IDH3G,2.366975634
EGF,2.364444132
PRKCD,2.36345977
FP565260.2,2.363370195
EFEMP2,2.36217812
KLHL22,2.361351204
NDRG2,2.361280023
SNRNP70,2.360668119
DST,2.359835116
TBCB,2.358849873
MARK4,2.358414638
MEF2C,2.356494329
TPI1,2.356490263
PLXNB1,2.356369762
GRIN3A,2.354599735
RPUSD1,2.353494962
MORC4,2.35324399
VCPKMT,2.352885032
ARID4B,2.352870668
DENND4A,2.352489675
NOP56,2.352270117
FADS3,2.351754976
ARNTL,2.351557736
HNRNPF,2.351301433
POLR3H,2.351245999
LUZP2,2.350536205
COPA,2.350453272
CRTC2,2.350271129
GGA2,2.350228006
PPP2R3B,2.348723933
ATP6V1G1,2.346842513
CAMK2D,2.346600218
DNAJC8,2.34658613
A1BG,2.34655501
AC024901.1,2.346065861
AL133216.1,2.345871257
RAC1,2.345433998
GABPA,2.345321877
HSPA8,2.344997659
OST4,2.343530844
LMTK3,2.342520615
TRNAU1AP,2.342178377
PARD3,2.341952324
ZNF358,2.341513992
CAB39L,2.341154047
SOX12,2.341105275
MIR4300HG,2.340800235
NEGR1,2.340764279
AGAP3,2.337367725
AC019131.1,2.337164921
PHYHIPL,2.336912186
TAF6,2.336852334
ALDH3A2,2.336630183
CGAS,2.33655313
CRTC3,2.335928795
TPP2,2.334315094
RPL12,2.333521287
TMEM243,2.333157782
LINC02398,2.332137106
RHBDD3,2.331535294
KCNJ9,2.329038497
HNRNPA2B1,2.328894023
RNF6,2.32693559
PRR36,2.32406643
KLC2,2.323874816
ZHX2,2.323499971
GUCY1B1,2.322844928
DUSP18,2.322747242
ZMIZ1,2.322663774
UBR2,2.321712431
AC009955.4,2.321215307
FTL,2.319381434
RIN2,2.319343521
YARS,2.319134603
TRIM28,2.318903106
ZNF669,2.318279024
COX5A,2.317829785
RPS6KA5,2.316912652
MXD3,2.314634048
NFASC,2.314303619
C20orf27,2.314213063
VEZF1,2.312430276
ACTR3C,2.312044587
LINC01695,2.310032086
ITGA1,2.307621635
AC010735.2,2.307106406
ZNF524,2.306679202
SLC35A4,2.306254338
HMGCS1,2.305212479
BOLA3,2.304397521
STK38,2.303306504
HSPB8,2.303165532
ITGB3BP,2.302964907
RPS23,2.301961346
SLC22A17,2.301834268
ME2,2.301030663
PKNOX2,2.301007224
GADD45GIP1,2.300723603
TRMT112,2.299978899
RFX3,2.299618219
Z98752.3,2.299310635
FAM96B,2.298788558
DPH6-DT,2.297974292
KCNQ4,2.297238952
HINT1,2.296585517
TRIR,2.293959009
ECT2L,2.29332839
AL442128.2,2.292218346
DCXR,2.292217483
ATP6V0A1,2.292140906
LRRN1,2.29070036
ITSN1,2.290435899
COASY,2.289506625
FAM227A,2.28745598
CCDC91,2.287440721
NDUFA4,2.287332611
COL26A1,2.287014601
SLC25A18,2.285402105
ENSA,2.284771819
ADCY7,2.284596494
RNF10,2.284343928
YBX1,2.284091574
LINC00517,2.283810724
SPINDOC,2.283342332
MEG8,2.28322358
AL391095.2,2.283167145
AC110597.1,2.283095404
GPBP1,2.282804184
AC068446.2,2.282107851
MCF2L,2.281709364
ELMOD1,2.28160449
GNB3,2.280872049
BANP,2.280847157
RHBDL3,2.280379142
TRAPPC6A,2.279920283
FLG-AS1,2.279827882
JUND,2.275183996
TRMT1L,2.27276528
SLC39A12,2.271681373
ASGR1,2.27087898
MAP4K4,2.270729195
RPL34,2.269295441
WHRN,2.267733006
THAP3,2.267124114
ATP5ME,2.266920545
HCFC1R1,2.264846866
MT1M,2.263584239
COLQ,2.262990826
CACNA2D2,2.261998058
TUBG2,2.261629002
PEA15,2.261628015
MBOAT2,2.261254407
SURF6,2.261248678
PEBP1,2.261170078
CXXC4,2.26090651
CNTFR,2.259921219
MYL6,2.259825048
EPS8,2.258748038
CMYA5,2.257301873
RNF168,2.255089353
EFCAB10,2.254800497
HRASLS,2.254302813
ZNF414,2.254125648
DPY19L2,2.253536056
RPSA,2.253063755
BCAS1,2.252890668
CDKL3,2.251048679
MAPK10,2.250910196
AC139099.3,2.250608076
ADI1,2.249067521
NEDD4,2.248800188
H1FX,2.248772711
PYURF,2.247136542
GPHN,2.245051783
RUNDC3A,2.24463214
MAMDC2-AS1,2.243642568
VDAC1,2.243274269
E2F4,2.243198872
SOX4,2.243187187
XPO7,2.241297975
TMEM161B-AS1,2.24060974
AC104035.1,2.239783952
GSTM5,2.239412312
CTDSPL,2.238772177
MCU,2.237237289
EIF1,2.237122374
RABGEF1,2.234293226
AL590434.1,2.234177885
ATP5PD,2.234114009
ELOA,2.233108685
INPP5E,2.23059853
ZNF343,2.229368717
ICK,2.228715275
NUMA1,2.228626197
PHYH,2.228217907
RNF113A,2.225673107
EIF2AK4,2.225255493
PSIP1,2.224949308
ADAM9,2.224272216
ZNF471,2.223713696
HERC4,2.222901875
THAP2,2.221299282
ANKRD28,2.221197501
DNAJC1,2.220956155
IK,2.21907562
SMDT1,2.217910916
SMS,2.217148143
AKT3,2.216612705
PIR,2.216602625
HNRNPA3,2.215463648
RAI2,2.215336102
INTS3,2.214080314
MAF,2.213986975
